Plasmenyl-TG,[M+NH4]+,NL R2COOH,NL R3COOH
plasmenyl-TG(P-20:1_10:0_17:1)+NH4,790.7284,601.5554,505.4615
plasmenyl-TG(P-20:1_10:0_17:2)+NH4,788.7128,599.5398,505.4615
plasmenyl-TG(P-20:1_10:0_18:0)+NH4,806.7597,617.5867,505.4615
plasmenyl-TG(P-20:1_10:0_18:1)+NH4,804.7441,615.5711,505.4615
plasmenyl-TG(P-20:1_10:0_18:2)+NH4,802.7284,613.5554,505.4615
plasmenyl-TG(P-20:1_10:0_18:3)+NH4,800.7128,611.5398,505.4615
plasmenyl-TG(P-20:1_10:0_18:4)+NH4,798.6971,609.5241,505.4615
plasmenyl-TG(P-20:1_10:0_19:0)+NH4,820.7754,631.6024,505.4615
plasmenyl-TG(P-20:1_10:0_20:0)+NH4,834.791,645.618,505.4615
plasmenyl-TG(P-20:1_10:0_20:1)+NH4,832.7754,643.6024,505.4615
plasmenyl-TG(P-20:1_10:0_20:2)+NH4,830.7597,641.5867,505.4615
plasmenyl-TG(P-20:1_10:0_20:3)+NH4,828.7441,639.5711,505.4615
plasmenyl-TG(P-20:1_10:0_20:4)+NH4,826.7284,637.5554,505.4615
plasmenyl-TG(P-20:1_10:0_20:5)+NH4,824.7128,635.5398,505.4615
plasmenyl-TG(P-20:1_10:0_21:0)+NH4,848.8067,659.6337,505.4615
plasmenyl-TG(P-20:1_10:0_22:0)+NH4,862.8223,673.6493,505.4615
plasmenyl-TG(P-20:1_10:0_22:1)+NH4,860.8067,671.6337,505.4615
plasmenyl-TG(P-20:1_10:0_22:2)+NH4,858.791,669.618,505.4615
plasmenyl-TG(P-20:1_10:0_22:3)+NH4,856.7754,667.6024,505.4615
plasmenyl-TG(P-20:1_10:0_22:4)+NH4,854.7597,665.5867,505.4615
plasmenyl-TG(P-20:1_10:0_22:5)+NH4,852.7441,663.5711,505.4615
plasmenyl-TG(P-20:1_10:0_22:6)+NH4,850.7284,661.5554,505.4615
plasmenyl-TG(P-20:1_10:0_23:0)+NH4,876.838,687.665,505.4615
plasmenyl-TG(P-20:1_10:0_24:0)+NH4,890.8536,701.6806,505.4615
plasmenyl-TG(P-20:1_10:0_24:1)+NH4,888.838,699.665,505.4615
plasmenyl-TG(P-20:1_10:0_25:0)+NH4,904.8693,715.6963,505.4615
plasmenyl-TG(P-20:1_10:0_26:0)+NH4,918.8849,729.7119,505.4615
plasmenyl-TG(P-20:1_12:0_12:0)+NH4,750.6971,533.4928,533.4928
plasmenyl-TG(P-20:1_12:0_13:0)+NH4,764.7128,547.5085,533.4928
plasmenyl-TG(P-20:1_12:0_14:0)+NH4,778.7284,561.5241,533.4928
plasmenyl-TG(P-20:1_12:0_14:1)+NH4,776.7128,559.5085,533.4928
plasmenyl-TG(P-20:1_12:0_15:0)+NH4,792.7441,575.5398,533.4928
plasmenyl-TG(P-20:1_12:0_15:1)+NH4,790.7284,573.5241,533.4928
plasmenyl-TG(P-20:1_12:0_16:0)+NH4,806.7597,589.5554,533.4928
plasmenyl-TG(P-20:1_12:0_16:1)+NH4,804.7441,587.5398,533.4928
plasmenyl-TG(P-20:1_12:0_17:0)+NH4,820.7754,603.5711,533.4928
plasmenyl-TG(P-20:1_12:0_17:1)+NH4,818.7597,601.5554,533.4928
plasmenyl-TG(P-20:1_12:0_17:2)+NH4,816.7441,599.5398,533.4928
plasmenyl-TG(P-20:1_12:0_18:0)+NH4,834.791,617.5867,533.4928
plasmenyl-TG(P-20:1_12:0_18:1)+NH4,832.7754,615.5711,533.4928
plasmenyl-TG(P-20:1_12:0_18:2)+NH4,830.7597,613.5554,533.4928
plasmenyl-TG(P-20:1_12:0_18:3)+NH4,828.7441,611.5398,533.4928
plasmenyl-TG(P-20:1_12:0_18:4)+NH4,826.7284,609.5241,533.4928
plasmenyl-TG(P-20:1_12:0_19:0)+NH4,848.8067,631.6024,533.4928
plasmenyl-TG(P-20:1_12:0_20:0)+NH4,862.8223,645.618,533.4928
plasmenyl-TG(P-20:1_12:0_20:1)+NH4,860.8067,643.6024,533.4928
plasmenyl-TG(P-20:1_12:0_20:2)+NH4,858.791,641.5867,533.4928
plasmenyl-TG(P-20:1_12:0_20:3)+NH4,856.7754,639.5711,533.4928
plasmenyl-TG(P-20:1_12:0_20:4)+NH4,854.7597,637.5554,533.4928
plasmenyl-TG(P-20:1_12:0_20:5)+NH4,852.7441,635.5398,533.4928
plasmenyl-TG(P-20:1_12:0_21:0)+NH4,876.838,659.6337,533.4928
plasmenyl-TG(P-20:1_12:0_22:0)+NH4,890.8536,673.6493,533.4928
plasmenyl-TG(P-20:1_12:0_22:1)+NH4,888.838,671.6337,533.4928
plasmenyl-TG(P-20:1_12:0_22:2)+NH4,886.8223,669.618,533.4928
plasmenyl-TG(P-20:1_12:0_22:3)+NH4,884.8067,667.6024,533.4928
plasmenyl-TG(P-20:1_12:0_22:4)+NH4,882.791,665.5867,533.4928
plasmenyl-TG(P-20:1_12:0_22:5)+NH4,880.7754,663.5711,533.4928
plasmenyl-TG(P-20:1_12:0_22:6)+NH4,878.7597,661.5554,533.4928
plasmenyl-TG(P-20:1_12:0_23:0)+NH4,904.8693,687.665,533.4928
plasmenyl-TG(P-20:1_12:0_24:0)+NH4,918.8849,701.6806,533.4928
plasmenyl-TG(P-20:1_12:0_24:1)+NH4,916.8693,699.665,533.4928
plasmenyl-TG(P-20:1_12:0_25:0)+NH4,932.9006,715.6963,533.4928
plasmenyl-TG(P-20:1_12:0_26:0)+NH4,946.9162,729.7119,533.4928
plasmenyl-TG(P-20:1_13:0_13:0)+NH4,778.7285,547.5085,547.5085
plasmenyl-TG(P-20:1_13:0_14:0)+NH4,792.7441,561.5241,547.5085
plasmenyl-TG(P-20:1_13:0_14:1)+NH4,790.7285,559.5085,547.5085
plasmenyl-TG(P-20:1_13:0_15:0)+NH4,806.7598,575.5398,547.5085
plasmenyl-TG(P-20:1_13:0_15:1)+NH4,804.7441,573.5241,547.5085
plasmenyl-TG(P-20:1_13:0_16:0)+NH4,820.7754,589.5554,547.5085
plasmenyl-TG(P-20:1_13:0_16:1)+NH4,818.7598,587.5398,547.5085
plasmenyl-TG(P-20:1_13:0_17:0)+NH4,834.7911,603.5711,547.5085
plasmenyl-TG(P-20:1_13:0_17:1)+NH4,832.7754,601.5554,547.5085
plasmenyl-TG(P-20:1_13:0_17:2)+NH4,830.7598,599.5398,547.5085
plasmenyl-TG(P-20:1_13:0_18:0)+NH4,848.8067,617.5867,547.5085
plasmenyl-TG(P-20:1_13:0_18:1)+NH4,846.7911,615.5711,547.5085
plasmenyl-TG(P-20:1_13:0_18:2)+NH4,844.7754,613.5554,547.5085
plasmenyl-TG(P-20:1_13:0_18:3)+NH4,842.7598,611.5398,547.5085
plasmenyl-TG(P-20:1_13:0_18:4)+NH4,840.7441,609.5241,547.5085
plasmenyl-TG(P-20:1_13:0_19:0)+NH4,862.8224,631.6024,547.5085
plasmenyl-TG(P-20:1_13:0_20:0)+NH4,876.838,645.618,547.5085
plasmenyl-TG(P-20:1_13:0_20:1)+NH4,874.8224,643.6024,547.5085
plasmenyl-TG(P-20:1_13:0_20:2)+NH4,872.8067,641.5867,547.5085
plasmenyl-TG(P-20:1_13:0_20:3)+NH4,870.7911,639.5711,547.5085
plasmenyl-TG(P-20:1_13:0_20:4)+NH4,868.7754,637.5554,547.5085
plasmenyl-TG(P-20:1_13:0_20:5)+NH4,866.7598,635.5398,547.5085
plasmenyl-TG(P-20:1_13:0_21:0)+NH4,890.8537,659.6337,547.5085
plasmenyl-TG(P-20:1_13:0_22:0)+NH4,904.8693,673.6493,547.5085
plasmenyl-TG(P-20:1_13:0_22:1)+NH4,902.8537,671.6337,547.5085
plasmenyl-TG(P-20:1_13:0_22:2)+NH4,900.838,669.618,547.5085
plasmenyl-TG(P-20:1_13:0_22:3)+NH4,898.8224,667.6024,547.5085
plasmenyl-TG(P-20:1_13:0_22:4)+NH4,896.8067,665.5867,547.5085
plasmenyl-TG(P-20:1_13:0_22:5)+NH4,894.7911,663.5711,547.5085
plasmenyl-TG(P-20:1_13:0_22:6)+NH4,892.7754,661.5554,547.5085
plasmenyl-TG(P-20:1_13:0_23:0)+NH4,918.885,687.665,547.5085
plasmenyl-TG(P-20:1_13:0_24:0)+NH4,932.9006,701.6806,547.5085
plasmenyl-TG(P-20:1_13:0_24:1)+NH4,930.885,699.665,547.5085
plasmenyl-TG(P-20:1_13:0_25:0)+NH4,946.9163,715.6963,547.5085
plasmenyl-TG(P-20:1_13:0_26:0)+NH4,960.9319,729.7119,547.5085
plasmenyl-TG(P-20:1_14:0_14:0)+NH4,806.7597,561.5241,561.5241
plasmenyl-TG(P-20:1_14:0_14:1)+NH4,804.7441,559.5085,561.5241
plasmenyl-TG(P-20:1_14:0_15:0)+NH4,820.7754,575.5398,561.5241
plasmenyl-TG(P-20:1_14:0_15:1)+NH4,818.7597,573.5241,561.5241
plasmenyl-TG(P-20:1_14:0_16:0)+NH4,834.791,589.5554,561.5241
plasmenyl-TG(P-20:1_14:0_16:1)+NH4,832.7754,587.5398,561.5241
plasmenyl-TG(P-20:1_14:0_17:0)+NH4,848.8067,603.5711,561.5241
plasmenyl-TG(P-20:1_14:0_17:1)+NH4,846.791,601.5554,561.5241
plasmenyl-TG(P-20:1_14:0_17:2)+NH4,844.7754,599.5398,561.5241
plasmenyl-TG(P-20:1_14:0_18:0)+NH4,862.8223,617.5867,561.5241
plasmenyl-TG(P-20:1_14:0_18:1)+NH4,860.8067,615.5711,561.5241
plasmenyl-TG(P-20:1_14:0_18:2)+NH4,858.791,613.5554,561.5241
plasmenyl-TG(P-20:1_14:0_18:3)+NH4,856.7754,611.5398,561.5241
plasmenyl-TG(P-20:1_14:0_18:4)+NH4,854.7597,609.5241,561.5241
plasmenyl-TG(P-20:1_14:0_19:0)+NH4,876.838,631.6024,561.5241
plasmenyl-TG(P-20:1_14:0_20:0)+NH4,890.8536,645.618,561.5241
plasmenyl-TG(P-20:1_14:0_20:1)+NH4,888.838,643.6024,561.5241
plasmenyl-TG(P-20:1_14:0_20:2)+NH4,886.8223,641.5867,561.5241
plasmenyl-TG(P-20:1_14:0_20:3)+NH4,884.8067,639.5711,561.5241
plasmenyl-TG(P-20:1_14:0_20:4)+NH4,882.791,637.5554,561.5241
plasmenyl-TG(P-20:1_14:0_20:5)+NH4,880.7754,635.5398,561.5241
plasmenyl-TG(P-20:1_14:0_21:0)+NH4,904.8693,659.6337,561.5241
plasmenyl-TG(P-20:1_14:0_22:0)+NH4,918.8849,673.6493,561.5241
plasmenyl-TG(P-20:1_14:0_22:1)+NH4,916.8693,671.6337,561.5241
plasmenyl-TG(P-20:1_14:0_22:2)+NH4,914.8536,669.618,561.5241
plasmenyl-TG(P-20:1_14:0_22:3)+NH4,912.838,667.6024,561.5241
plasmenyl-TG(P-20:1_14:0_22:4)+NH4,910.8223,665.5867,561.5241
plasmenyl-TG(P-20:1_14:0_22:5)+NH4,908.8067,663.5711,561.5241
plasmenyl-TG(P-20:1_14:0_22:6)+NH4,906.791,661.5554,561.5241
plasmenyl-TG(P-20:1_14:0_23:0)+NH4,932.9006,687.665,561.5241
plasmenyl-TG(P-20:1_14:0_24:0)+NH4,946.9162,701.6806,561.5241
plasmenyl-TG(P-20:1_14:0_24:1)+NH4,944.9006,699.665,561.5241
plasmenyl-TG(P-20:1_14:0_25:0)+NH4,960.9319,715.6963,561.5241
plasmenyl-TG(P-20:1_14:0_26:0)+NH4,974.9475,729.7119,561.5241
plasmenyl-TG(P-20:1_14:1_14:1)+NH4,802.7285,559.5085,559.5085
plasmenyl-TG(P-20:1_14:1_15:0)+NH4,818.7598,575.5398,559.5085
plasmenyl-TG(P-20:1_14:1_15:1)+NH4,816.7441,573.5241,559.5085
plasmenyl-TG(P-20:1_14:1_16:0)+NH4,832.7754,589.5554,559.5085
plasmenyl-TG(P-20:1_14:1_16:1)+NH4,830.7598,587.5398,559.5085
plasmenyl-TG(P-20:1_14:1_17:0)+NH4,846.7911,603.5711,559.5085
plasmenyl-TG(P-20:1_14:1_17:1)+NH4,844.7754,601.5554,559.5085
plasmenyl-TG(P-20:1_14:1_17:2)+NH4,842.7598,599.5398,559.5085
plasmenyl-TG(P-20:1_14:1_18:0)+NH4,860.8067,617.5867,559.5085
plasmenyl-TG(P-20:1_14:1_18:1)+NH4,858.7911,615.5711,559.5085
plasmenyl-TG(P-20:1_14:1_18:2)+NH4,856.7754,613.5554,559.5085
plasmenyl-TG(P-20:1_14:1_18:3)+NH4,854.7598,611.5398,559.5085
plasmenyl-TG(P-20:1_14:1_18:4)+NH4,852.7441,609.5241,559.5085
plasmenyl-TG(P-20:1_14:1_19:0)+NH4,874.8224,631.6024,559.5085
plasmenyl-TG(P-20:1_14:1_20:0)+NH4,888.838,645.618,559.5085
plasmenyl-TG(P-20:1_14:1_20:1)+NH4,886.8224,643.6024,559.5085
plasmenyl-TG(P-20:1_14:1_20:2)+NH4,884.8067,641.5867,559.5085
plasmenyl-TG(P-20:1_14:1_20:3)+NH4,882.7911,639.5711,559.5085
plasmenyl-TG(P-20:1_14:1_20:4)+NH4,880.7754,637.5554,559.5085
plasmenyl-TG(P-20:1_14:1_20:5)+NH4,878.7598,635.5398,559.5085
plasmenyl-TG(P-20:1_14:1_21:0)+NH4,902.8537,659.6337,559.5085
plasmenyl-TG(P-20:1_14:1_22:0)+NH4,916.8693,673.6493,559.5085
plasmenyl-TG(P-20:1_14:1_22:1)+NH4,914.8537,671.6337,559.5085
plasmenyl-TG(P-20:1_14:1_22:2)+NH4,912.838,669.618,559.5085
plasmenyl-TG(P-20:1_14:1_22:3)+NH4,910.8224,667.6024,559.5085
plasmenyl-TG(P-20:1_14:1_22:4)+NH4,908.8067,665.5867,559.5085
plasmenyl-TG(P-20:1_14:1_22:5)+NH4,906.7911,663.5711,559.5085
plasmenyl-TG(P-20:1_14:1_22:6)+NH4,904.7754,661.5554,559.5085
plasmenyl-TG(P-20:1_14:1_23:0)+NH4,930.885,687.665,559.5085
plasmenyl-TG(P-20:1_14:1_24:0)+NH4,944.9006,701.6806,559.5085
plasmenyl-TG(P-20:1_14:1_24:1)+NH4,942.885,699.665,559.5085
plasmenyl-TG(P-20:1_14:1_25:0)+NH4,958.9163,715.6963,559.5085
plasmenyl-TG(P-20:1_14:1_26:0)+NH4,972.9319,729.7119,559.5085
plasmenyl-TG(P-20:1_15:0_15:0)+NH4,834.7911,575.5398,575.5398
plasmenyl-TG(P-20:1_15:0_15:1)+NH4,832.7754,573.5241,575.5398
plasmenyl-TG(P-20:1_15:0_16:0)+NH4,848.8067,589.5554,575.5398
plasmenyl-TG(P-20:1_15:0_16:1)+NH4,846.7911,587.5398,575.5398
plasmenyl-TG(P-20:1_15:0_17:0)+NH4,862.8224,603.5711,575.5398
plasmenyl-TG(P-20:1_15:0_17:1)+NH4,860.8067,601.5554,575.5398
plasmenyl-TG(P-20:1_15:0_17:2)+NH4,858.7911,599.5398,575.5398
plasmenyl-TG(P-20:1_15:0_18:0)+NH4,876.838,617.5867,575.5398
plasmenyl-TG(P-20:1_15:0_18:1)+NH4,874.8224,615.5711,575.5398
plasmenyl-TG(P-20:1_15:0_18:2)+NH4,872.8067,613.5554,575.5398
plasmenyl-TG(P-20:1_15:0_18:3)+NH4,870.7911,611.5398,575.5398
plasmenyl-TG(P-20:1_15:0_18:4)+NH4,868.7754,609.5241,575.5398
plasmenyl-TG(P-20:1_15:0_19:0)+NH4,890.8537,631.6024,575.5398
plasmenyl-TG(P-20:1_15:0_20:0)+NH4,904.8693,645.618,575.5398
plasmenyl-TG(P-20:1_15:0_20:1)+NH4,902.8537,643.6024,575.5398
plasmenyl-TG(P-20:1_15:0_20:2)+NH4,900.838,641.5867,575.5398
plasmenyl-TG(P-20:1_15:0_20:3)+NH4,898.8224,639.5711,575.5398
plasmenyl-TG(P-20:1_15:0_20:4)+NH4,896.8067,637.5554,575.5398
plasmenyl-TG(P-20:1_15:0_20:5)+NH4,894.7911,635.5398,575.5398
plasmenyl-TG(P-20:1_15:0_21:0)+NH4,918.885,659.6337,575.5398
plasmenyl-TG(P-20:1_15:0_22:0)+NH4,932.9006,673.6493,575.5398
plasmenyl-TG(P-20:1_15:0_22:1)+NH4,930.885,671.6337,575.5398
plasmenyl-TG(P-20:1_15:0_22:2)+NH4,928.8693,669.618,575.5398
plasmenyl-TG(P-20:1_15:0_22:3)+NH4,926.8537,667.6024,575.5398
plasmenyl-TG(P-20:1_15:0_22:4)+NH4,924.838,665.5867,575.5398
plasmenyl-TG(P-20:1_15:0_22:5)+NH4,922.8224,663.5711,575.5398
plasmenyl-TG(P-20:1_15:0_22:6)+NH4,920.8067,661.5554,575.5398
plasmenyl-TG(P-20:1_15:0_23:0)+NH4,946.9163,687.665,575.5398
plasmenyl-TG(P-20:1_15:0_24:0)+NH4,960.9319,701.6806,575.5398
plasmenyl-TG(P-20:1_15:0_24:1)+NH4,958.9163,699.665,575.5398
plasmenyl-TG(P-20:1_15:0_25:0)+NH4,974.9476,715.6963,575.5398
plasmenyl-TG(P-20:1_15:0_26:0)+NH4,988.9632,729.7119,575.5398
plasmenyl-TG(P-20:1_15:1_15:1)+NH4,830.7597,573.5241,573.5241
plasmenyl-TG(P-20:1_15:1_16:0)+NH4,846.791,589.5554,573.5241
plasmenyl-TG(P-20:1_15:1_16:1)+NH4,844.7754,587.5398,573.5241
plasmenyl-TG(P-20:1_15:1_17:0)+NH4,860.8067,603.5711,573.5241
plasmenyl-TG(P-20:1_15:1_17:1)+NH4,858.791,601.5554,573.5241
plasmenyl-TG(P-20:1_15:1_17:2)+NH4,856.7754,599.5398,573.5241
plasmenyl-TG(P-20:1_15:1_18:0)+NH4,874.8223,617.5867,573.5241
plasmenyl-TG(P-20:1_15:1_18:1)+NH4,872.8067,615.5711,573.5241
plasmenyl-TG(P-20:1_15:1_18:2)+NH4,870.791,613.5554,573.5241
plasmenyl-TG(P-20:1_15:1_18:3)+NH4,868.7754,611.5398,573.5241
plasmenyl-TG(P-20:1_15:1_18:4)+NH4,866.7597,609.5241,573.5241
plasmenyl-TG(P-20:1_15:1_19:0)+NH4,888.838,631.6024,573.5241
plasmenyl-TG(P-20:1_15:1_20:0)+NH4,902.8536,645.618,573.5241
plasmenyl-TG(P-20:1_15:1_20:1)+NH4,900.838,643.6024,573.5241
plasmenyl-TG(P-20:1_15:1_20:2)+NH4,898.8223,641.5867,573.5241
plasmenyl-TG(P-20:1_15:1_20:3)+NH4,896.8067,639.5711,573.5241
plasmenyl-TG(P-20:1_15:1_20:4)+NH4,894.791,637.5554,573.5241
plasmenyl-TG(P-20:1_15:1_20:5)+NH4,892.7754,635.5398,573.5241
plasmenyl-TG(P-20:1_15:1_21:0)+NH4,916.8693,659.6337,573.5241
plasmenyl-TG(P-20:1_15:1_22:0)+NH4,930.8849,673.6493,573.5241
plasmenyl-TG(P-20:1_15:1_22:1)+NH4,928.8693,671.6337,573.5241
plasmenyl-TG(P-20:1_15:1_22:2)+NH4,926.8536,669.618,573.5241
plasmenyl-TG(P-20:1_15:1_22:3)+NH4,924.838,667.6024,573.5241
plasmenyl-TG(P-20:1_15:1_22:4)+NH4,922.8223,665.5867,573.5241
plasmenyl-TG(P-20:1_15:1_22:5)+NH4,920.8067,663.5711,573.5241
plasmenyl-TG(P-20:1_15:1_22:6)+NH4,918.791,661.5554,573.5241
plasmenyl-TG(P-20:1_15:1_23:0)+NH4,944.9006,687.665,573.5241
plasmenyl-TG(P-20:1_15:1_24:0)+NH4,958.9162,701.6806,573.5241
plasmenyl-TG(P-20:1_15:1_24:1)+NH4,956.9006,699.665,573.5241
plasmenyl-TG(P-20:1_15:1_25:0)+NH4,972.9319,715.6963,573.5241
plasmenyl-TG(P-20:1_15:1_26:0)+NH4,986.9475,729.7119,573.5241
plasmenyl-TG(P-20:1_16:0_16:0)+NH4,862.8223,589.5554,589.5554
plasmenyl-TG(P-20:1_16:0_16:1)+NH4,860.8067,587.5398,589.5554
plasmenyl-TG(P-20:1_16:0_17:0)+NH4,876.838,603.5711,589.5554
plasmenyl-TG(P-20:1_16:0_17:1)+NH4,874.8223,601.5554,589.5554
plasmenyl-TG(P-20:1_16:0_17:2)+NH4,872.8067,599.5398,589.5554
plasmenyl-TG(P-20:1_16:0_18:0)+NH4,890.8536,617.5867,589.5554
plasmenyl-TG(P-20:1_16:0_18:1)+NH4,888.838,615.5711,589.5554
plasmenyl-TG(P-20:1_16:0_18:2)+NH4,886.8223,613.5554,589.5554
plasmenyl-TG(P-20:1_16:0_18:3)+NH4,884.8067,611.5398,589.5554
plasmenyl-TG(P-20:1_16:0_18:4)+NH4,882.791,609.5241,589.5554
plasmenyl-TG(P-20:1_16:0_19:0)+NH4,904.8693,631.6024,589.5554
plasmenyl-TG(P-20:1_16:0_20:0)+NH4,918.8849,645.618,589.5554
plasmenyl-TG(P-20:1_16:0_20:1)+NH4,916.8693,643.6024,589.5554
plasmenyl-TG(P-20:1_16:0_20:2)+NH4,914.8536,641.5867,589.5554
plasmenyl-TG(P-20:1_16:0_20:3)+NH4,912.838,639.5711,589.5554
plasmenyl-TG(P-20:1_16:0_20:4)+NH4,910.8223,637.5554,589.5554
plasmenyl-TG(P-20:1_16:0_20:5)+NH4,908.8067,635.5398,589.5554
plasmenyl-TG(P-20:1_16:0_21:0)+NH4,932.9006,659.6337,589.5554
plasmenyl-TG(P-20:1_16:0_22:0)+NH4,946.9162,673.6493,589.5554
plasmenyl-TG(P-20:1_16:0_22:1)+NH4,944.9006,671.6337,589.5554
plasmenyl-TG(P-20:1_16:0_22:2)+NH4,942.8849,669.618,589.5554
plasmenyl-TG(P-20:1_16:0_22:3)+NH4,940.8693,667.6024,589.5554
plasmenyl-TG(P-20:1_16:0_22:4)+NH4,938.8536,665.5867,589.5554
plasmenyl-TG(P-20:1_16:0_22:5)+NH4,936.838,663.5711,589.5554
plasmenyl-TG(P-20:1_16:0_22:6)+NH4,934.8223,661.5554,589.5554
plasmenyl-TG(P-20:1_16:0_23:0)+NH4,960.9319,687.665,589.5554
plasmenyl-TG(P-20:1_16:0_24:0)+NH4,974.9475,701.6806,589.5554
plasmenyl-TG(P-20:1_16:0_24:1)+NH4,972.9319,699.665,589.5554
plasmenyl-TG(P-20:1_16:0_25:0)+NH4,988.9632,715.6963,589.5554
plasmenyl-TG(P-20:1_16:0_26:0)+NH4,1002.9788,729.7119,589.5554
plasmenyl-TG(P-20:1_16:1_16:1)+NH4,858.7911,587.5398,587.5398
plasmenyl-TG(P-20:1_16:1_17:0)+NH4,874.8224,603.5711,587.5398
plasmenyl-TG(P-20:1_16:1_17:1)+NH4,872.8067,601.5554,587.5398
plasmenyl-TG(P-20:1_16:1_17:2)+NH4,870.7911,599.5398,587.5398
plasmenyl-TG(P-20:1_16:1_18:0)+NH4,888.838,617.5867,587.5398
plasmenyl-TG(P-20:1_16:1_18:1)+NH4,886.8224,615.5711,587.5398
plasmenyl-TG(P-20:1_16:1_18:2)+NH4,884.8067,613.5554,587.5398
plasmenyl-TG(P-20:1_16:1_18:3)+NH4,882.7911,611.5398,587.5398
plasmenyl-TG(P-20:1_16:1_18:4)+NH4,880.7754,609.5241,587.5398
plasmenyl-TG(P-20:1_16:1_19:0)+NH4,902.8537,631.6024,587.5398
plasmenyl-TG(P-20:1_16:1_20:0)+NH4,916.8693,645.618,587.5398
plasmenyl-TG(P-20:1_16:1_20:1)+NH4,914.8537,643.6024,587.5398
plasmenyl-TG(P-20:1_16:1_20:2)+NH4,912.838,641.5867,587.5398
plasmenyl-TG(P-20:1_16:1_20:3)+NH4,910.8224,639.5711,587.5398
plasmenyl-TG(P-20:1_16:1_20:4)+NH4,908.8067,637.5554,587.5398
plasmenyl-TG(P-20:1_16:1_20:5)+NH4,906.7911,635.5398,587.5398
plasmenyl-TG(P-20:1_16:1_21:0)+NH4,930.885,659.6337,587.5398
plasmenyl-TG(P-20:1_16:1_22:0)+NH4,944.9006,673.6493,587.5398
plasmenyl-TG(P-20:1_16:1_22:1)+NH4,942.885,671.6337,587.5398
plasmenyl-TG(P-20:1_16:1_22:2)+NH4,940.8693,669.618,587.5398
plasmenyl-TG(P-20:1_16:1_22:3)+NH4,938.8537,667.6024,587.5398
plasmenyl-TG(P-20:1_16:1_22:4)+NH4,936.838,665.5867,587.5398
plasmenyl-TG(P-20:1_16:1_22:5)+NH4,934.8224,663.5711,587.5398
plasmenyl-TG(P-20:1_16:1_22:6)+NH4,932.8067,661.5554,587.5398
plasmenyl-TG(P-20:1_16:1_23:0)+NH4,958.9163,687.665,587.5398
plasmenyl-TG(P-20:1_16:1_24:0)+NH4,972.9319,701.6806,587.5398
plasmenyl-TG(P-20:1_16:1_24:1)+NH4,970.9163,699.665,587.5398
plasmenyl-TG(P-20:1_16:1_25:0)+NH4,986.9476,715.6963,587.5398
plasmenyl-TG(P-20:1_16:1_26:0)+NH4,1000.9632,729.7119,587.5398
plasmenyl-TG(P-20:1_17:0_17:0)+NH4,890.8537,603.5711,603.5711
plasmenyl-TG(P-20:1_17:0_17:1)+NH4,888.838,601.5554,603.5711
plasmenyl-TG(P-20:1_17:0_17:2)+NH4,886.8224,599.5398,603.5711
plasmenyl-TG(P-20:1_17:0_18:0)+NH4,904.8693,617.5867,603.5711
plasmenyl-TG(P-20:1_17:0_18:1)+NH4,902.8537,615.5711,603.5711
plasmenyl-TG(P-20:1_17:0_18:2)+NH4,900.838,613.5554,603.5711
plasmenyl-TG(P-20:1_17:0_18:3)+NH4,898.8224,611.5398,603.5711
plasmenyl-TG(P-20:1_17:0_18:4)+NH4,896.8067,609.5241,603.5711
plasmenyl-TG(P-20:1_17:0_19:0)+NH4,918.885,631.6024,603.5711
plasmenyl-TG(P-20:1_17:0_20:0)+NH4,932.9006,645.618,603.5711
plasmenyl-TG(P-20:1_17:0_20:1)+NH4,930.885,643.6024,603.5711
plasmenyl-TG(P-20:1_17:0_20:2)+NH4,928.8693,641.5867,603.5711
plasmenyl-TG(P-20:1_17:0_20:3)+NH4,926.8537,639.5711,603.5711
plasmenyl-TG(P-20:1_17:0_20:4)+NH4,924.838,637.5554,603.5711
plasmenyl-TG(P-20:1_17:0_20:5)+NH4,922.8224,635.5398,603.5711
plasmenyl-TG(P-20:1_17:0_21:0)+NH4,946.9163,659.6337,603.5711
plasmenyl-TG(P-20:1_17:0_22:0)+NH4,960.9319,673.6493,603.5711
plasmenyl-TG(P-20:1_17:0_22:1)+NH4,958.9163,671.6337,603.5711
plasmenyl-TG(P-20:1_17:0_22:2)+NH4,956.9006,669.618,603.5711
plasmenyl-TG(P-20:1_17:0_22:3)+NH4,954.885,667.6024,603.5711
plasmenyl-TG(P-20:1_17:0_22:4)+NH4,952.8693,665.5867,603.5711
plasmenyl-TG(P-20:1_17:0_22:5)+NH4,950.8537,663.5711,603.5711
plasmenyl-TG(P-20:1_17:0_22:6)+NH4,948.838,661.5554,603.5711
plasmenyl-TG(P-20:1_17:0_23:0)+NH4,974.9476,687.665,603.5711
plasmenyl-TG(P-20:1_17:0_24:0)+NH4,988.9632,701.6806,603.5711
plasmenyl-TG(P-20:1_17:0_24:1)+NH4,986.9476,699.665,603.5711
plasmenyl-TG(P-20:1_17:0_25:0)+NH4,1002.9789,715.6963,603.5711
plasmenyl-TG(P-20:1_17:0_26:0)+NH4,1016.9945,729.7119,603.5711
plasmenyl-TG(P-20:1_17:1_17:1)+NH4,886.8223,601.5554,601.5554
plasmenyl-TG(P-20:1_17:1_17:2)+NH4,884.8067,599.5398,601.5554
plasmenyl-TG(P-20:1_17:1_18:0)+NH4,902.8536,617.5867,601.5554
plasmenyl-TG(P-20:1_17:1_18:1)+NH4,900.838,615.5711,601.5554
